id,room_id,noted_date,temp,out_in
__export__.temp_log_155250_0e1803d6,Room Admin,28-07-2018 07:16,31,Out
__export__.temp_log_114516_38f9fcc0,Room Admin,28-07-2018 07:15,32,Out
__export__.temp_log_125732_d7c70b7b,Room Admin,28-07-2018 07:14,32,Out
__export__.temp_log_110367_470f2cf0,Room Admin,28-07-2018 07:14,32,Out
__export__.temp_log_87925_41f1e6d9,Room Admin,28-07-2018 07:10,31,In
__export__.temp_log_148010_12bbd064,Room Admin,28-07-2018 07:09,32,Out
__export__.temp_log_98383_615cf2dc,Room Admin,28-07-2018 07:09,33,Out
__export__.temp_log_105953_93728da8,Room Admin,28-07-2018 07:08,31,In
__export__.temp_log_86147_1f5a5f24,Room Admin,28-07-2018 07:08,31,In
__export__.temp_log_147191_45657027,Room Admin,28-07-2018 07:08,31,Out
__export__.temp_log_89868_10ea8687,Room Admin,28-07-2018 07:08,31,In
__export__.temp_log_102210_97ab4d05,Room Admin,28-07-2018 07:08,31,In
__export__.temp_log_118398_6ebe504d,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_144221_a4f20688,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_107932_635ad0d5,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_141279_6e636d84,Room Admin,28-07-2018 07:07,32,Out
__export__.temp_log_151558_e173cfc0,Room Admin,28-07-2018 07:07,32,Out
__export__.temp_log_108772_5320522a,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_91256_1662b2f0,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_124384_b9c59547,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_95772_5455265d,Room Admin,28-07-2018 07:07,32,Out
__export__.temp_log_122731_5492ccfb,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_140815_e99f7c14,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_99990_0866b052,Room Admin,28-07-2018 07:07,32,Out
__export__.temp_log_106366_5b89332c,Room Admin,28-07-2018 07:07,32,Out
__export__.temp_log_98227_2cd1d896,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_134226_8ab38c92,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_103527_821b52a4,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_143561_85c9c005,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_151429_d1fd1976,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_128809_5b2685b6,Room Admin,28-07-2018 07:07,32,Out
__export__.temp_log_132248_488676e6,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_111718_05b8d88d,Room Admin,28-07-2018 07:07,32,Out
__export__.temp_log_96677_28b0568f,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_110269_898976fc,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_124155_da310d7b,Room Admin,28-07-2018 07:07,32,Out
__export__.temp_log_121414_9004c748,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_91076_7fbd08ca,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_147733_62c03f31,Room Admin,28-07-2018 07:07,31,In
__export__.temp_log_123297_4d8e690b,Room Admin,28-07-2018 07:06,31,In
